Area	EdgeDistance_Error	Density_In_Ellipse	Ramanujan	Red_MEAN
2427.038436	0.00127	0.996393	0.970897	29.268152
1397.318692	0.005483	0.996469	0.949221	23.838267
1436.856866	0.009528	0.963125	0.991658	28.232507
565.946394	0.00736	0.97135	0.9552	17.112921
1485.524129	0.019429	0.980657	0.996628	39.669473
818.203579	0.002922	0.990667	0.950792	23.030915
2075.646814	0.001809	0.993406	0.986304	26.412511
1444.57684	0.001668	0.995267	0.953879	30.993376
965.728412	0.003896	0.994528	0.946788	21.075431
1609.343429	0.001568	0.996251	0.932364	21.860043
1357.047384	0.00125	0.997046	0.939755	23.132857
1309.422481	0.009455	0.978952	1.031548	21.22852
2086.699875	0.005876	0.990888	0.993417	26.014183
1198.719706	0.00525	0.972288	1.028333	23.15588
1664.196677	0.001358	0.998636	0.96612	32.505697
2173.916532	0.002507	0.989772	0.980059	25.09666
2351.875425	0.00521	0.989889	1.018507	32.116764
1254.401603	0.001796	0.990386	1.029427	31.084856
1997.232308	0.001818	0.995045	1.024827	26.485042
1008.629588	0.005529	0.984181	0.986065	22.20122
1745.334778	0.009897	0.986836	0.9677	28.402019
1917.515982	0.006087	0.990866	1.049346	26.801397
1212.60941	0.008609	0.988977	0.984524	23.22146
1190.502811	0.002892	0.99253	0.975529	33.076922
2175.308581	0.001323	0.995637	0.988682	32.006402
1305.797169	0.001112	0.998372	0.95054	23.627025
1657.488727	0.002016	0.996578	0.965502	28.565953
948.009045	0.003983	0.991568	0.936803	23.288063
2053.055627	0.000955	0.996161	0.95613	29.793015
1198.589823	0.001705	0.994297	0.933521	29.175003
1534.98941	0.001194	0.996526	0.969591	27.71086
1066.786806	0.00294	0.997526	0.935923	16.033699
1321.509498	0.002442	0.999103	0.920077	27.452271
1578.164252	0.002043	0.996905	0.93958	26.612712
679.781737	0.002187	0.991187	0.935838	21.219063
1523.767358	0.005006	0.99684	0.957962	23.070697
1764.724994	0.001385	0.995783	0.976721	27.418604
1468.383571	0.002726	0.995492	0.965817	26.518479
1829.738853	0.009121	0.974703	1.095812	20.05472
776.866043	0.025559	0.940269	1.029141	12.657438
2002.754759	0.005416	0.993779	0.96726	20.762815
1326.859501	0.001171	0.997208	0.934173	20.940946
1098.423527	0.00597	0.994464	0.934322	20.195635
1668.884971	0.001972	0.996263	0.949503	30.953377
689.032483	0.002267	0.991599	0.973227	23.639393
147.866145	0.014471	0.955647	0.946454	17.032979
1123.407713	0.005788	0.990902	0.957248	27.17973
1612.630877	0.002769	0.996757	0.964385	34.089647
551.316625	0.006445	0.975944	0.947076	21.853477
1872.657652	0.009941	0.974939	1.007392	29.604767
1294.726205	0.031225	0.939405	1.030325	28.492037
2304.710605	0.005032	0.989229	0.989312	27.795669
1112.143747	0.003234	0.991838	1.000074	32.280134
1615.846796	0.002219	0.989631	1.039423	32.436678
1836.074653	0.044246	0.951007	1.037235	23.407568
2626.886155	0.057732	0.93355	1.091114	26.435309
1491.209994	0.002905	0.993172	0.993643	22.404468
2183.660112	0.015265	0.961843	1.106086	23.925308
1347.572754	0.007785	0.983371	1.084888	23.192154
1918.384991	0.001098	0.997952	0.938934	31.958086
321.282816	0.014604	0.968133	0.933705	15.546076
963.911734	0.001895	0.990852	0.922206	35.344058
2195.219095	0.000855	0.995317	0.967057	31.95495
1632.789949	0.00407	0.994871	0.928711	33.686578
1732.272693	0.00433	0.996348	0.960978	27.721936
1115.194742	0.00175	0.994988	0.968415	24.675863
1373.40737	0.001315	0.998176	0.949215	17.532651
1767.765695	0.004531	0.975983	1.010817	27.313797
1248.248174	0.00471	0.99753	0.933659	25.548538
782.039977	0.001212	0.995048	0.975555	19.370632
902.681517	0.00391	0.993317	0.929093	19.540696
1464.259426	0.006647	0.992847	1.040983	13.51773
1289.580089	0.001773	0.993465	0.962776	33.561488
1902.926019	0.0043	0.984293	1.011314	33.993179
2060.264967	0.002889	0.986976	1.01693	36.945594
1164.093354	0.002076	0.994463	0.979261	21.374799
2019.884847	0.009805	0.946719	1.109721	16.018991
1663.392802	0.002757	0.996314	0.983792	30.567533
1018.822262	0.002502	0.997746	0.931544	20.725868
1909.255645	0.002475	0.994987	0.963164	24.315321
1294.759838	0.006295	0.991769	0.968117	21.29123
2252.082289	0.001731	0.997131	0.953464	27.094775
392.339639	0.01689	0.957363	0.899986	20.925818
1609.253063	0.00769	0.991197	0.986512	34.371662
1600.338813	0.002218	0.998223	0.934786	39.476079
1015.920915	0.01277	0.997559	0.944281	35.861047
722.24112	0.01095	0.947723	1.089246	25.187242
759.317559	0.048166	0.909191	1.174616	39.379496
1853.796255	0.001598	0.99499	0.979081	26.263192
986.273014	0.002207	0.987879	1.025233	21.071983
2058.376834	0.007445	0.977866	1.133517	28.644285
2092.13923	0.009942	0.970861	1.138968	31.562568
1587.271463	0.017611	0.959988	1.113004	23.034098
1965.797257	0.006391	0.995687	1.033408	26.929717
1693.815447	0.00372	0.992561	0.965653	32.051886
3271.726929	0.002008	0.997298	0.96311	27.675045
2073.983263	0.013126	0.967676	0.99397	33.065654
1730.981832	0.003649	0.983657	1.041137	27.95089
2080.677441	0.002552	0.991967	0.996057	28.888772
1172.265329	0.002805	0.99629	0.95032	23.696084
1334.561594	0.012841	0.941018	1.024035	24.252338
1664.197275	0.003954	0.997939	0.981143	30.508183
2488.01261	0.040261	0.941966	1.098455	30.68739
2174.556363	0.010373	0.96162	1.146036	37.11174
1882.255005	0.002544	0.997321	0.937753	32.40277
1282.430922	0.002704	0.996928	0.947452	29.448773
957.466577	0.00345	0.990103	0.96842	29.976482
988.552534	0.003604	0.9897	0.979367	27.993399
2024.334642	0.001797	0.994136	1.017846	32.748761
1885.38933	0.000992	0.996483	0.946363	26.171372
1540.381224	0.00445	0.996227	0.941227	24.648339
903.162033	0.002735	0.996528	0.970147	20.886967
956.050153	0.011176	0.979899	0.90386	27.055202
1363.234448	0.001183	0.997314	0.953337	27.319079
1692.344036	0.002472	0.997063	0.968575	22.600649
982.934858	0.001858	0.9944	0.940385	19.71277
1464.201701	0.002692	0.997993	0.924815	19.261865
855.966711	0.002181	0.991916	0.941002	16.917018
2291.432571	0.001806	0.991496	0.996349	16.840382
1499.88375	0.005869	0.995632	0.934903	29.253639
1089.559589	0.0028	0.988822	0.967415	27.917096
926.893446	0.002233	0.991292	0.940841	24.350627
1798.311378	0.000668	0.997221	0.949633	23.608937
1439.74345	0.009753	0.996893	0.952177	25.967452
1009.496976	0.002067	0.995337	0.938065	33.170371
1805.508771	0.002535	0.993984	0.975972	33.248125
1259.950999	0.003918	0.99508	0.969434	31.40934
2089.591683	0.00906	0.98979	0.961446	38.31196
2898.741485	0.004304	0.992168	1.007919	30.612087
1436.861277	0.003949	0.987624	0.97353	26.769478
1058.644073	0.002134	0.989649	0.973993	19.717612
1733.51696	0.002162	0.996155	0.964405	24.778691
2052.833022	0.003157	0.98613	1.023467	28.724443
827.882366	0.001035	0.996132	0.968304	17.045515
1482.999462	0.001052	0.997885	0.928886	28.243488
442.079883	0.022902	0.900799	1.17761	14.500777
1880.983025	0.035183	0.936196	0.986619	26.020025
1928.376576	0.003322	0.996737	0.964069	39.853998
1187.094711	0.00495	0.988381	0.988815	25.001721
1814.631319	0.004768	0.995212	0.99081	30.891778
1044.64803	0.001228	0.995577	0.939767	25.265863
1647.324317	0.002593	0.994259	0.974703	28.563468
1268.59008	0.004917	0.979326	0.998675	29.020155
2161.435644	0.003672	0.989312	1.002928	36.639583
1328.620258	0.006117	0.995253	1.003498	29.211127
1834.355888	0.001971	0.991638	1.040943	32.469626
1059.268484	0.00799	0.97374	1.04999	33.296269
2844.266668	0.003819	0.986538	1.192986	31.286824
1787.969825	0.008016	0.986902	1.019152	28.82987
1722.928227	0.005917	0.982299	1.035142	26.651756
744.589154	0.008962	0.951291	1.077714	16.733771
2424.883758	0.00411	0.979542	1.047643	31.372307
1750.265709	0.003563	0.992509	0.991539	30.235752
1647.907233	0.006162	0.996462	0.943038	30.368198
2253.343135	0.000689	0.996494	0.955066	30.41041
1033.293606	0.007734	0.974244	0.998815	25.28952
2089.091119	0.000786	0.99512	0.978462	32.250713
1230.275893	0.002065	0.991768	0.975475	25.927535
1612.152487	0.023293	0.925328	1.108264	37.484491
1744.498421	0.00128	0.992804	0.981488	38.752662
1456.873199	0.040605	0.918084	1.007642	27.967482
1300.347131	0.005397	0.976715	0.977193	26.096074
1533.546547	0.002534	0.996751	0.938963	36.714365
2020.330213	0.002086	0.996442	0.937562	35.016754
1818.449865	0.00703	0.99787	0.96765	41.435936
1534.060878	0.001192	0.997666	0.955759	29.557802
1145.671693	0.00232	0.990577	0.994953	29.431407
2699.07211	0.00213	0.99604	0.957191	32.830237
1344.563372	0.003064	0.998229	0.91051	18.446522
1945.337342	0.003433	0.99292	0.996481	18.31942
1242.381746	0.010682	0.965887	1.002295	26.458692
1855.228713	0.007563	0.980482	0.976383	36.261441
1263.346346	0.014699	0.917468	1.074338	34.250905
1483.001997	0.00418	0.997283	0.916122	27.63107
745.106015	0.006589	0.976291	1.009692	25.056471
1008.837418	0.004501	0.990721	0.958847	34.862208
1958.013659	0.002901	0.994013	0.95064	37.431012
1543.115109	0.004599	0.995182	0.975252	34.465731
1750.653314	0.002203	0.992471	0.952635	39.297814
1079.308003	0.001261	0.997263	0.933713	36.623202
2087.06938	0.004502	0.988826	0.991814	34.269641
701.340455	0.002029	0.993095	0.942805	31.205663
1386.777792	0.001632	0.992278	0.980388	30.412956
1030.696963	0.004694	0.987076	1.010461	22.997133
1807.791005	0.002547	0.995249	0.983652	25.75295
1745.752365	0.001587	0.995996	0.935725	26.673306
904.917779	0.006104	0.977313	0.962934	25.800224
2400.029821	0.002736	0.996471	0.973067	31.470864
1244.192818	0.00046	0.997438	0.958443	28.490375
1145.21647	0.007424	0.991234	0.91232	32.865085
1828.497164	0.00638	0.996344	0.937187	34.81936
1407.847292	0.002107	0.998681	0.943455	28.120928
773.369626	0.005996	0.994282	0.923276	41.424243
1862.793061	0.000575	0.998043	0.940028	44.473031
931.858493	0.004985	0.982737	0.969861	32.708849
869.435338	0.002607	0.986593	0.968986	26.487968
2100.410404	0.010189	0.974777	1.007929	24.96791
491.341219	0.007794	0.981848	0.952588	31.466735
1144.624603	0.004138	0.989302	0.966067	40.446559
2195.509003	0.00627	0.996806	0.964423	43.107843
1856.828188	0.003605	0.984043	1.067265	32.108403
2681.231465	0.012793	0.961131	1.129029	36.529048
1037.807299	0.051902	0.868036	1.262631	36.914492
922.798777	0.028795	0.962886	1.140677	20.204252
2120.653203	0.010798	0.986786	1.04112	24.633278
2150.068428	0.007217	0.96675	1.300469	19.571306
741.122031	0.004225	0.986322	0.965697	18.212155
1216.678357	0.00217	0.998066	0.949747	24.526936
2252.060621	0.003563	0.997424	0.968879	28.044115
1207.916005	0.004352	0.98683	1.014257	21.429733
1908.072532	0.010092	0.973184	0.972286	25.760879
1036.289111	0.002118	0.990765	1.028088	15.134011
172.155391	0.025967	0.953365	0.900547	13.996159
1727.489016	0.000985	0.99574	0.954268	27.277976
1895.713427	0.000522	0.996602	0.957257	26.279289
684.2147	0.001913	0.987946	0.985771	18.136524
2363.16119	0.000742	0.997787	0.938359	38.059654
1185.004158	0.00152	0.99456	0.938449	32.608341
1393.654802	0.020302	0.956768	1.088291	25.509045
1721.519492	0.001619	0.994619	0.982357	34.633858
1097.561405	0.002706	0.994942	0.95871	30.025426
1377.733065	0.026727	0.934696	1.004318	42.52896
2537.972741	0.004008	0.988799	1.018805	43.021689
1819.170908	0.001478	0.996631	0.962061	32.253541
773.706338	0.005298	0.987586	0.97333	23.919612
1301.365639	0.003146	0.995737	0.956425	31.791904
685.9864	0.002969	0.985335	1.003772	25.02911
2095.630316	0.001162	0.995222	0.983574	32.598219
1310.444401	0.004072	0.99256	0.988743	28.904852
1912.953083	0.081743	0.905215	1.041105	28.353074
1431.416731	0.002901	0.990094	0.97844	21.332167
2223.744736	0.04308	0.889746	1.063419	26.100536
764.421828	0.004669	0.988352	0.950953	29.060797
1422.798925	0.002529	0.994651	0.958979	32.13299
2172.054865	0.000781	0.99776	0.960389	40.756742
1534.922353	0.002969	0.998123	0.930988	35.113366
1058.625203	0.001251	0.998138	0.916762	34.389942
1370.425256	0.002474	0.997893	0.940818	25.854701
1350.034831	0.002099	0.998046	0.917909	21.556845
493.015475	0.007617	0.990495	0.916632	19.489402
2030.217085	0.002793	0.994848	0.945911	24.119861
1260.231546	0.003286	0.996262	0.955041	24.442066
1338.704788	0.002914	0.995451	0.928245	19.002304
1072.734657	0.002157	0.99244	0.959967	27.281235
1803.020755	0.002007	0.995441	0.958929	30.494528
1780.238388	0.014979	0.989932	1.020169	35.25209
1133.209776	0.004606	0.995117	0.962305	33.694251
2935.896867	0.015398	0.953699	1.061778	30.915763
2097.358795	0.001619	0.993392	0.95769	35.357541
1265.811155	0.001059	0.996819	0.996793	32.560359
719.138886	0.003413	0.99092	0.950173	31.116366
1534.721	0.00275	0.993885	0.958705	36.439368
2423.28536	0.001697	0.995281	1.026701	28.505198
1847.187124	0.003723	0.998258	0.926554	25.784431
1154.983187	0.007077	0.983733	1.006394	21.753031
1975.889473	0.002839	0.992742	0.984274	25.650057
2039.207596	0.018384	0.956984	1.005104	23.766974
2000.47836	0.001685	0.995627	0.985823	28.345201
1170.559267	0.002431	0.991635	0.958862	28.407459
1735.105137	0.001912	0.995316	0.984267	30.983414
939.904911	0.003351	0.992185	0.941975	27.537524
1227.610148	0.001539	0.995312	0.931441	31.9931
517.616075	0.008335	0.970661	0.974606	18.524269
1825.37316	0.001934	0.99737	0.946788	29.393148
1843.407675	0.001671	0.99744	0.936246	29.50766
987.367775	0.002614	0.991519	0.954278	26.697981
1349.638924	0.000513	0.997432	0.958438	29.877959
1869.955642	0.020884	0.91177	1.051612	27.801595
1231.934788	0.022181	0.941896	0.998869	21.480923
962.17196	0.002989	0.995	0.922333	25.841271
1618.560985	0.001	0.996058	0.95128	22.148483
1774.863248	0.004223	0.995005	0.942786	22.19748
1047.844093	0.004587	0.985334	0.957261	17.609622
1283.737562	0.000931	0.996268	0.919207	26.481039
1202.88958	0.019496	0.944539	1.233821	31.769639
51.183696	0.070812	0.695656	0.903895	13.686247
2077.336824	0.012644	0.942275	1.023395	28.567107
1402.727236	0.006958	0.969803	1.038401	25.334404
1689.245757	0.001875	0.995328	0.950758	34.737749
465.758208	0.004575	0.981633	0.971259	21.767419
989.789733	0.018659	0.956354	1.01988	26.023006
1966.376866	0.00129	0.995563	0.970229	36.074809
1933.888324	0.012206	0.977152	1.005838	32.629492
1818.897863	0.006571	0.995888	0.961049	30.634948
1006.927276	0.00424	0.988734	0.951153	31.838466
1809.50627	0.001132	0.997585	0.952395	28.426189
1153.416842	0.005083	0.983154	0.970376	25.121289
2121.500383	0.003322	0.995357	0.991932	27.444027
1121.592811	0.005346	0.992033	1.018078	14.223499
764.494832	0.001663	0.990345	1.035264	12.968696
1862.664336	0.002644	0.995261	0.974498	14.135455
1690.148804	0.002398	0.991286	0.955496	31.963159
2188.794998	0.006904	0.987546	0.984861	32.942077
1747.619144	0.004178	0.996641	0.9105	31.627264
822.333358	0.002873	0.984341	1.024689	23.777345
2966.713228	0.002976	0.996098	0.98325	47.350807
2917.357569	0.0019	0.994744	0.952167	49.634694
1880.782351	0.001889	0.996466	0.958427	27.43422
503.465299	0.002812	0.988587	0.972144	16.735459
1207.424484	0.001182	0.994583	0.94696	23.357086
1992.065206	0.005185	0.993179	1.014181	35.451326
1808.792585	0.005483	0.984673	1.001344	31.085785
1332.09408	0.006863	0.980566	1.015285	35.708012
2453.729619	0.002436	0.990164	0.979439	34.633712
1448.624843	0.001529	0.998503	0.939012	26.769463
1194.569452	0.000544	0.998072	0.920914	32.217528
717.282504	0.001896	0.994752	0.94512	22.21829
1431.613363	0.001268	0.997944	0.929531	31.632319
2009.418944	0.001761	0.99804	0.928915	33.004014
512.937412	0.003698	0.986769	0.976196	18.60242
1090.206931	0.004516	0.996796	0.922892	22.113127
2032.379939	0.005288	0.995466	0.960873	33.081741
669.604011	0.002227	0.983926	1.005024	23.966789
1267.775954	0.002179	0.995669	0.993759	21.863148
2263.459324	0.001727	0.996834	0.940202	26.842828
546.591861	0.006234	0.978884	0.987034	18.191389
1649.430761	0.000708	0.997851	0.970617	21.389443
1330.445256	0.001588	0.997373	0.947723	26.473215
717.621234	0.00203	0.989946	0.942286	20.059337
1921.595333	0.005594	0.982884	0.945082	36.89714
1733.176004	0.001112	0.996796	0.925816	27.469613
1238.615919	0.000572	0.997935	0.944181	27.837325
845.468445	0.004119	0.992641	0.953183	25.792504
1202.024866	0.007657	0.990653	0.983107	13.360966
598.025083	0.004638	0.990018	0.99235	13.330718
1314.050276	0.000589	0.998621	0.940491	31.867784
1659.298755	0.007469	0.993998	0.942619	20.832264
1097.205469	0.018318	0.945266	1.058896	25.633701
825.121622	0.007059	0.991999	0.921773	28.734213
1475.73983	0.003617	0.996714	0.94112	33.261151
949.680201	0.000577	0.998262	0.941859	29.399875
1889.901222	0.002208	0.997414	0.917475	30.388822
1699.269062	0.003732	0.997041	0.92389	22.627673
784.17936	0.003766	0.986761	0.97958	16.584632
1140.283756	0.002219	0.995627	0.956635	28.173237
261.10071	0.012194	0.947854	1.017981	21.814555
1790.281263	0.002696	0.997982	0.962053	35.018285
1288.786187	0.001136	0.996883	0.940764	28.847885
1725.389224	0.00152	0.996514	0.933352	22.972568
653.704585	0.00317	0.983072	1.016572	17.476888
1134.272644	0.006534	0.98723	1.009604	15.158907
1550.941611	0.002244	0.994975	0.941144	24.157561
254.693493	0.0032	0.990858	0.948528	16.156113
1019.494136	0.002024	0.996723	0.941356	28.207901
835.062235	0.001278	0.994355	0.943589	25.389205
1321.087969	0.001668	0.996535	0.935975	28.089911
1760.783865	0.001193	0.996596	0.944727	28.660161
1327.283865	0.00062	0.998647	0.912706	40.82909
1626.29778	0.001337	0.99552	0.969677	36.007977
723.476635	0.00303	0.988971	0.937469	28.021563
1134.392628	0.00204	0.995716	0.941892	31.108912
2098.960298	0.004926	0.988685	0.975348	30.681336
1690.835482	0.001891	0.996606	0.956655	31.774629
2111.681075	0.002888	0.991606	0.98205	38.225593
1469.904558	0.011492	0.957168	1.158605	36.120467
1945.793353	0.021812	0.967232	1.055007	26.833713
1925.735797	0.024189	0.957428	1.354606	26.047762
1657.00017	0.038169	0.892173	1.20333	22.982137
1719.514284	0.000709	0.99663	0.964249	30.497331
2306.85082	0.003079	0.991986	1.06514	33.52666
541.532733	0.024676	0.898676	1.019478	17.91819
2183.633512	0.008541	0.991963	1.020267	30.727094
1469.229822	0.007009	0.98943	0.991643	29.959283
2187.071094	0.037158	0.94814	1.108879	40.300181
2372.431385	0.013195	0.961104	1.155161	34.353457
490.86963	0.008069	0.968809	0.961413	21.487658
1725.271484	0.004296	0.997785	0.936389	33.198934
1517.865899	0.004632	0.982957	0.953205	33.014261
2224.333009	0.013966	0.972047	1.069465	22.670836
2611.44341	0.004148	0.995098	1.045296	18.793049
2456.717504	0.004709	0.994538	0.99164	18.637662
1813.706235	0.002191	0.998221	0.930255	22.334914
994.66007	0.002878	0.997213	0.907023	27.233311
943.256442	0.001235	0.992991	0.960949	30.471743
1921.293028	0.003056	0.996315	0.96656	29.897662
2290.664297	0.002645	0.998145	0.961504	29.820058
1060.995022	0.00115	0.994526	0.957865	30.459125
944.124762	0.001775	0.993789	0.914667	28.148611
1670.849092	0.001337	0.997553	0.915375	24.875923
1518.599465	0.000237	0.998875	0.940528	24.97483
1288.925165	0.003362	0.998175	0.936271	25.910898
409.239006	0.103025	0.679623	1.240092	19.998252
2132.005498	0.009608	0.979331	1.116483	25.018746
662.984695	0.003958	0.986617	0.933793	14.709686
1306.317668	0.001916	0.996875	0.956127	43.68277
1189.189213	0.006482	0.997334	0.904936	20.038451
704.64133	0.001321	0.995469	0.921479	17.981031
984.540941	0.001581	0.995535	0.932289	30.894564
1644.561342	0.000959	0.998152	0.943857	32.39638
1375.605994	0.011782	0.988002	0.949274	14.633132
739.65799	0.003098	0.986074	0.957158	26.567755
1986.27131	0.003638	0.997171	0.94936	37.870695
1721.015267	0.005248	0.995237	0.990993	27.183912
1754.38926	0.004774	0.996655	0.948329	28.612847
1750.465989	0.006264	0.979714	0.998177	32.904266
1228.292411	0.005606	0.968059	1.043312	30.369691
1128.64865	0.003959	0.991366	0.941437	34.485572
2248.426566	0.004975	0.976378	1.062727	29.041979
1860.325325	0.00785	0.974734	1.083479	28.72614
1578.384364	0.005352	0.983014	0.997603	21.130289
997.738978	0.003805	0.996405	0.965757	24.986558
1723.79901	0.002308	0.997148	0.947445	30.528769
1933.51683	0.002941	0.993511	0.987728	34.078191
1123.902492	0.004632	0.976474	1.005369	30.93696
927.43542	0.021577	0.930329	1.069759	15.838308
662.097804	0.003268	0.984342	0.988453	16.359153
1296.193979	0.01841	0.988874	1.042091	15.427684
888.375028	0.008327	0.982872	1.041293	15.945947
659.035298	0.013581	0.966993	1.007395	27.032671
1192.333408	0.005178	0.987116	0.98526	38.670554
1829.305927	0.02408	0.967135	1.149846	41.007216
1990.576204	0.021783	0.930014	1.216901	33.586329
1891.345753	0.005855	0.983911	1.002769	35.108806
1213.291974	0.004841	0.996906	0.946338	35.977283
1683.221047	0.001186	0.996351	0.980266	33.268647
2298.823841	0.002646	0.992258	0.995518	29.233568
1234.409271	0.001668	0.995514	0.936074	35.430687
1019.415976	0.003175	0.984842	1.007851	30.446491
1678.215043	0.008953	0.959248	1.328972	30.278272
2176.720509	0.009338	0.977384	1.214866	29.300439
3695.004899	0.009938	0.969852	1.361743	27.395847
1116.027675	0.007208	0.961747	1.231756	19.481501
1328.764297	0.003219	0.991079	1.021346	27.383323
1732.612662	0.001149	0.995677	0.986649	28.281953
1260.41782	0.010537	0.972097	1.051296	15.673244
540.47921	0.006171	0.98403	1.005003	14.11757
1830.630301	0.003056	0.99252	1.009581	30.604944
543.36596	0.007305	0.970421	0.951921	19.930392
913.062261	0.001891	0.992398	0.965648	22.261631
1662.10006	0.003639	0.99782	0.935146	29.328175
1954.844472	0.001883	0.994137	0.946376	32.116036
1832.631594	0.003521	0.996746	0.974618	32.232012
1414.96882	0.001758	0.991214	0.970464	22.0133
1868.194714	0.008877	0.997375	0.959155	41.103158
1751.236729	0.004896	0.996699	0.947954	25.221309
277.334083	0.010378	0.952391	1.066467	12.799275
1914.381523	0.004117	0.996122	0.964913	30.205002
888.413236	0.002558	0.995292	0.921999	28.062992
1598.485626	0.012273	0.951111	0.969576	28.904814
1295.805107	0.002908	0.997962	0.928346	27.810434
1327.354421	0.049575	0.91606	1.144556	42.618712
515.762157	0.00283	0.990323	0.974896	22.500356
1092.288365	0.001503	0.994355	0.969697	28.092349
1773.406416	0.003861	0.993381	0.990259	28.420191
198.287832	0.061473	0.839446	1.033028	22.296465
1840.051702	0.004416	0.983408	1.0155	31.938779
1095.217091	0.003319	0.996861	0.94139	31.516562
1577.955134	0.001261	0.994921	0.969228	30.137156
3552.016902	0.001451	0.993347	0.976493	37.851474
2809.236942	0.001173	0.995576	0.976382	28.12551
1223.806098	0.000437	0.99848	0.966602	33.475012
2487.099391	0.001845	0.991549	1.013004	28.4442
1591.260873	0.005392	0.965948	1.104653	19.053863
1311.399978	0.011108	0.958987	1.10099	31.069792
1695.536025	0.003243	0.994199	0.966843	32.348629
956.007931	0.000741	0.997913	0.938464	28.136644
2074.016405	0.019946	0.93062	1.100541	29.759112
1515.112587	0.001826	0.990634	0.980596	21.80533
2207.016179	0.002932	0.993269	1.003904	25.129002
1517.912232	0.00733	0.984643	1.063649	19.765928
2585.533555	0.008282	0.984893	1.006062	32.46274
702.89042	0.002479	0.993868	0.952961	64.864999
1281.017193	0.002401	0.993736	0.972534	30.786772
703.806911	0.006831	0.959639	1.058876	23.849035
2084.11464	0.002463	0.986731	1.011851	35.48175
1973.249898	0.029275	0.954954	1.006959	36.389793
1223.287227	0.008865	0.983423	1.005696	39.270812
1429.560187	0.008447	0.965775	1.024619	31.419759
2627.183518	0.003416	0.990918	1.026681	32.265737
1424.111639	0.002475	0.989448	1.06093	33.951605
697.2535	0.008066	0.966492	1.130215	17.882446
2134.992104	0.002263	0.993333	1.050349	33.650309
1553.882401	0.007179	0.995186	1.016099	36.220751
2142.254899	0.006155	0.966482	1.205988	28.099813
1680.787906	0.021482	0.952961	1.186406	35.742661
2091.029074	0.002381	0.994936	0.975706	39.243975
1076.174195	0.002022	0.98796	1.016302	32.859197
533.356541	0.019453	0.915784	1.085234	41.021956
1732.296716	0.001518	0.994255	0.999755	32.03499
1810.599358	0.005606	0.990722	0.948484	32.628969
1395.255733	0.004143	0.996691	0.929423	33.793442
1752.651346	0.003688	0.996314	0.983127	16.696877
2011.931898	0.002839	0.989937	1.018159	15.000373
733.137547	0.004741	0.987643	1.000257	13.79463
1232.81643	0.004853	0.992144	0.992206	13.437551
577.10655	0.004488	0.986536	1.023427	12.663198
3402.064037	0.009879	0.95813	1.050369	35.874639
1260.960517	0.005345	0.980014	0.995364	31.873814
2490.501167	0.007449	0.994201	0.971163	30.154394
1619.961861	0.001462	0.994207	0.957154	36.218963
1631.841867	0.002443	0.9951	0.937863	32.1307
1204.889186	0.007284	0.996374	0.985957	19.10884
525.313952	0.004042	0.985735	0.989449	14.466977
1324.72229	0.005545	0.995238	0.960428	32.96105
1878.545908	0.005554	0.992962	0.963273	36.233756
740.476678	0.002891	0.989214	0.978214	28.287067
2327.395	0.002071	0.991662	0.94856	29.174889
1724.489626	0.003294	0.98876	1.026097	35.430941
1553.903461	0.004879	0.982226	1.046434	33.334916
1923.709155	0.000803	0.997702	0.963391	16.94981
1701.125211	0.002194	0.993393	0.994142	21.36114
1471.563388	0.002335	0.997501	0.974702	25.514758
1363.142616	0.005582	0.989134	0.942097	24.346699
41.280433	0.055381	0.919727	0.914911	14.15923
867.779727	0.001888	0.993603	0.93528	29.998399
1827.018793	0.008565	0.994514	0.962736	31.027979
1316.676394	0.001894	0.996243	0.98341	23.85233
1645.708334	0.003329	0.994252	0.974009	21.414841
1927.591616	0.008199	0.969366	1.033284	21.675387
2254.480685	0.014209	0.972943	1.012316	33.214078
1389.045938	0.009563	0.987436	0.946093	34.812666
1956.720532	0.001398	0.995816	0.934892	37.484918
1651.125196	0.005239	0.991743	1.002909	32.269348
1027.058199	0.001084	0.996485	0.957207	24.437124
1860.754301	0.007964	0.99552	0.980202	34.653218
2122.546191	0.00095	0.996561	0.971506	33.654065
1938.602084	0.006173	0.995821	0.96176	33.737422
1566.349209	0.00385	0.987177	1.051099	32.418153
1710.589584	0.002238	0.997216	0.9779	31.856369
2909.087857	0.01638	0.97843	1.161756	35.065072
2068.986182	0.026089	0.942184	1.279977	28.582477
1722.48952	0.052746	0.918435	1.382772	16.853609
962.894619	0.005826	0.989845	0.99644	17.49765
1802.317559	0.004019	0.993093	1.014079	31.201721
177.742144	0.02414	0.909799	1.098544	13.69617
1288.44626	0.00258	0.990499	0.967517	26.69382
1902.172879	0.004606	0.994896	0.973782	36.846617
1744.617818	0.004246	0.990214	0.968927	34.748093
2240.596382	0.001245	0.994276	0.980484	35.214099
932.62178	0.008111	0.959832	1.100479	27.6259
1812.309995	0.002806	0.994899	0.987089	30.156441
524.573194	0.00408	0.989694	1.0029	16.785634
1261.774121	0.003733	0.994474	0.94585	23.360656
1526.222755	0.001975	0.997258	0.97107	33.075525
425.930081	0.006896	0.993103	0.959755	14.987352
1410.940997	0.00147	0.994055	0.97254	18.26297
880.220484	0.00153	0.993928	0.993134	16.618773
1660.030749	0.001361	0.998056	0.952548	27.393411
1808.484323	0.001371	0.997208	0.952861	34.358007
468.760766	0.004091	0.986544	0.981484	19.785036
1799.263745	0.033182	0.938405	1.01782	43.025296
